id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2.5-3B_response,Qwen/Qwen2.5-3B_answer
history-2022-302-34,D,multiple_choice,12.0,"['Buộc Mĩ xuống thang chiến tranh và chấp nhận quay lại đàm phán tại Hội nghị Pari.', 'Lần đầu khẳng định bạo lực là con đường duy nhất giải phóng miền Nam.', 'Chuyển cách mạng miền Nam từ thể giữ gìn lực lượng sang thể tiến công.', 'Tạo cơ sở đánh giá toàn diện tương quan lực lượng để mở cuộc tiến công chiến lược.']",Nội dung nào sau đây phản ánh đúng tác động của chiến thắng Đường 14 Phước Long (đầu năm 1975) đối với tiến trình cách mạng miền Nam Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [C]  
    Reasoning:  
    - The victory of the 14th Route 14 Phước Long (early 1975) boosted the morale of the Vietnamese people and demonstrated the effectiveness of the armed struggle",C
history-2022-301-35,D,multiple_choice,12.0,"['Giải quyết thành công mọi mâu thuẫn giai cấp trong xã hội thuộc địa.', 'Lật đổ chế độ phong kiến và xóa bỏ được mọi tàn dư của chế độ cũ.', 'Đóng góp vào cuộc đấu tranh chống phát xít của các nước xã hội chủ nghĩa.', 'Đóng góp vào sự nghiệp chung của các lực lượng tiến bộ trên thế giới.']",Nội dung nào sau đây phản ánh đúng tính chất dân chủ của Cách mạng tháng Tám năm 1945 ở Việt Nam?,,,1.0,,Đánh giá,"    [B]  
    Reasoning:  
    - The 1945 revolution in Vietnam was a significant event in the fight against colonialism and imperialism.  
    - It aimed to overthrow the feudal system and eliminate remnants of the old",B
history-2022-303-31,D,multiple_choice,12.0,"['Lật đổ chế độ phong kiến và xóa bỏ được mọi tàn dư của xã hội cũ', 'Tham gia cuộc đấu tranh chống phát xít của các nước xã hội chủ nghĩa.', 'Giải quyết thành công mọi mâu thuẫn giai cấp trong xã hội thuộc địa.', 'Đóng góp vào sự nghiệp đấu tranh vì quyền sống của con người.']",Nội dung nào sau đây phản ánh đúng tính chất dân chủ của Cách mạng tháng Tám năm 1945 ở Việt Nam?,,,1.0,,Đánh giá,"    [A]  
    Reasoning:  
    - The 1945 revolution in Vietnam was a democratic movement that overthrew colonial rule and established a new government.  
    - It aimed to create a society based on equality and",A
history-2022-301-38,C,multiple_choice,12.0,"['Chuyển hướng chiến lược từ đấu tranh chính trị sang đấu tranh vũ trang.', 'Xây dựng đội quân chính trị làm yếu tố quyết định thắng lợi cuối cùng.', 'Con đường giải phóng miền Nam là tiến công bằng bạo lực cách mạng.', 'Kết hợp đấu tranh trên ba mặt trận: quân sự, chính trị và ngoại giao.']",Nội dung nào sau đây phản ánh đúng tư tưởng chỉ đạo xuyên suốt của Đảng Lao động Việt Nam trong Hội nghị Ban Chấp hành Trung ương lần thứ 15 (tháng 1-1959) và lần thứ 21 (tháng 7-1973)?,,,1.0,,"So sánh, đối chiếu","    [B]  
    Reasoning:  
    - The 1959 and 1973 Party Congresses emphasized the importance of building a strong political army as the key to ultimate victory.  
    => Correct answer: B",B
history-2022-303-33,C,multiple_choice,12.0,"['Kết hợp đấu tranh trên ba mặt trận: quân sự, chính trị và ngoại giao', 'Xây dựng đội quân chính trị làm yếu tố quyết định thắng lợi cuối cùng', 'Sử dụng sức mạnh bạo lực cách mạng để tiến công đối phương', 'Chuyển hướng chiến lược từ đấu tranh chính trị sang đấu tranh vũ trang.']",Nội dung nào sau đây phản ánh đúng tư tưởng chỉ đạo xuyên suốt của Đảng Lao động Việt Nam trong Hội nghị Ban Chấp hành Trung ương lần thứ 15 (tháng 1-1959) và lần thứ 21 (tháng 7-1973)?,,,1.0,,"So sánh, đối chiếu","    [A]  
    Reasoning:  
    - The 1959 and 1973 meetings emphasized the importance of combining military, political, and diplomatic efforts.  
    - They also stressed the need for a strong political",A
history-2024-304-39,B,multiple_choice,12.0,"['Kết hợp chủ nghĩa Mác – Lênin với phong trào công nhân trong xây dựng chính đảng vô sản.', 'Giải quyết mối quan hệ giữa các nhiệm vụ, lực lượng tham gia và tiến trình làm cách mạng.', 'Xác định lực lượng thanh niên và trí thức tiểu tư sản là hạt nhân để truyền bá lí luận cách mạng.', 'Xác định phương hướng chiến lược, giai cấp lãnh đạo và động lực đưa cách mạng tiến lên.']","Nội dung nào sau đây phản ánh đúng việc Nguyễn Ái Quốc vận dụng sáng tạo chủ nghĩa
Mác – Lênin vào quá trình chuẩn bị và xây dựng đường lối cứu nước cho dân tộc Việt Nam (1920-1930)?",,,1.0,,Đánh giá,"    Answer: [D]  
    Reasoning:  
    - Nguyễn Ái Quốc fused Marxism-Leninism with the Chinese Communist Party's ideology.  
    - He developed a comprehensive strategy, including the role of the proletariat, the revolutionary",D
history-2022-303-36,C,multiple_choice,12.0,"['Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.', 'Chứng tỏ lực lượng vũ trang phát triển vượt bậc thay thế lực lượng chính trị.', 'Buộc Mĩ xuống thang chiến tranh, mở ra bước ngoặt của cuộc kháng chiến', 'Buộc Mĩ phải quay lại đàm phán ở Pari để bàn về việc chấm dứt chiến tranh.']",Nội dung nào sau đây phản ánh đúng ý nghĩa của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [A]  
    Reasoning:  
    - The Spring 1968 Offensive in the South marked a shift from defensive to offensive operations.  
    - It demonstrated the growth of the armed forces, but did not replace the political",A
history-2022-301-40,B,multiple_choice,12.0,"['Buộc Mĩ phải quay lại đàm phán ở Pari để bàn về việc chấm dứt chiến tranh.', 'Mở ra khả năng sớm kết thúc chiến tranh thông qua con đường đàm phán.', 'Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.', 'Chứng tỏ lực lượng vũ trang phát triển vượt bậc thay thế lực lượng chính trị.']",Nội dung nào sau đây phản ánh đúng ý nghĩa của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [C]  
    Reasoning:  
    - The Spring 1968 Offensive in the South marked a shift from defensive to offensive operations.  
    => Correct answer: C",C
history-2024-303-25,A,multiple_choice,12.0,"['Cổ vũ phong trào giải phóng dân tộc ở các thuộc địa.', 'Đánh dấu chủ nghĩa xã hội trở thành hệ thống thế giới.', 'Đã xóa bỏ hoàn toàn chủ nghĩa phát xít trên thế giới.', 'Đánh dấu sự sụp đổ hoàn toàn của chủ nghĩa thực dân.']",Nội dung nào sau đây phản ánh đúng ý nghĩa quốc tế của cuộc Cách mạng tháng Mười Nga năm 1917?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"    [A]  
    Reasoning:  
    - The October Revolution in Russia in 1917 was a significant event in world history.  
    - It inspired national liberation movements in colonies and colonies.  
    => Correct answer:",A
history-2023-302-32,C,multiple_choice,12.0,"['Chuẩn bị đầy đủ các điều kiện cho giai cấp vô sản thành lập một chính đảng.', 'Xây dựng một lực lượng cách mạng hùng hậu để đi đến thành lập chính đảng vô sản.', 'Rèn luyện đội ngũ tiểu tư sản trí thức tham gia vào các tổ chức cách mạng sau này.', 'Lôi cuốn đông đảo các giai cấp, tầng lớp tham gia, đặc biệt là nông dân']",Nội dung nào sau đây phản ánh đúng đóng góp của phong trào yêu nước theo khuynh hướng dân chủ tư sản ở Việt Nam trong những năm 1919-1925?,,,1.0,,Đánh giá,"    [C]  
    Reasoning:  
    - The 1919-1925 period saw the rise of the bourgeois democratic movement in Vietnam.  
    - This movement aimed to build a strong revolutionary force to establish a",C
history-2021-303-4,C,multiple_choice,12.0,"['Tiến hành khai thác mỏ than.', 'Mở rộng diện tích trồng lúa.', 'Mở trường học theo lối mới.', 'Phổ cập giáo dục trung học.']",Nội dung nào sau đây thuộc lĩnh vực giáo dục trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - Phan Châu Trinh advocated for educational reform in the early 20th century.  
    - He promoted the establishment of new-style schools to modernize education.  
    => Correct",C
history-2021-304-14,C,multiple_choice,12.0,"['Phổ cập giáo dục trung học', 'Mở rộng diện tích trồng lúa', 'Mở lớp dạy chữ Quốc ngữ', 'Tiến hành khai thác mỏ than']",Nội dung nào sau đây thuộc lĩnh vực giáo dục trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trình khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - Phan Châu Trình was a leading figure in the Duy Tân movement, advocating for educational reform.  
    - He promoted the teaching of Chinese characters (Quốc ngữ) to improve",C
history-2021-302-11,A,multiple_choice,12.0,"['Lên án những hủ tục phong kiến.', 'Phổ cập giáo dục trung học.', 'Tiến hành khai thác mỏ than.', 'Mở rộng diện tích trồng lúa.']",Nội dung nào sau đây thuộc lĩnh vực văn hóa trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - Phan Châu Trinh advocated for the abolition of feudal customs and the promotion of education.  
    => Correct answer: A",A
history-2021-301-6,B,multiple_choice,12.0,"['Mở rộng diện tích trồng lúa.', 'Vận động cải cách trang phục', 'Phổ cập giáo dục trung học.', 'Tiến hành khai thác mỏ than.']",Nội dung nào sau đây thuộc lĩnh vực văn hóa trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - Phan Châu Trinh advocated for cultural reform, including changing traditional clothing.  
    => Correct answer: B",B
history-2024-301-13,D,multiple_choice,12.0,"['các công ti xuyên quốc gia.', 'chính đảng vô sản.', 'các tổ chức cộng sản.', 'đông đảo nhân dân.']",Phong trào Cần vương (cuối thế kỉ XIX) ở Việt Nam có sự tham gia của,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,    [D],D
history-2021-301-18,D,multiple_choice,12.0,"['Đông Dương Cộng sản liên đoàn được thành lập', 'Việt Nam Quốc dân đàng hoàn toàn tan rã', 'khởi nghĩa Yên Bái hoàn toàn thất bại', 'thực dân Pháp cơ bản hoàn thành xâm lược Việt Nam']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân,"    [C]  
    Reasoning:  
    - The Cần Vương movement was a reaction to the French conquest of Vietnam.  
    - The failure of the Yên Bái uprising in 1911 marked the end of the French colonial",C
history-2021-304-19,D,multiple_choice,12.0,"['khởi nghĩa Yên Bái hoàn toàn thất bại.', 'Đông Dương Cộng sản liên đoàn được thành lập.', 'Việt Nam Quốc dân đáng hoàn toàn tan rã.', 'triều Nguyễn kí với Pháp bản Hiệp ước Hácmăng.']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân,"    [A]  
    Reasoning:  
    - The Cần Vương movement was a reaction to the failure of the Yên Bái Uprising.  
    - The movement aimed to restore the Nguyen dynasty and resist French colonialism.  
    =>",A
history-2021-303-21,A,multiple_choice,12.0,"['phái chủ chiến phản công quân Pháp tại Huế thất bại.', 'Đông Dương Cộng sản liên đoàn được thành lập.', 'Việt Nam Quốc dân đảng hoàn toàn tan rã.', 'khởi nghĩa Yên Bái hoàn toàn thất bại.']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân,"    [A]  
    Reasoning:  
    - The Cần Vương movement was a reaction to the French invasion of Vietnam.  
    - It was sparked by the failure of the anti-French resistance at Huế in 1883",A
history-2021-302-5,A,multiple_choice,12.0,"['triều đình Huế kí với Pháp bản Hiệp ước Patonốt.', 'Đông Dương Cộng sản liên đoàn được thành lập.', 'Việt Nam Quốc dân đảng hoàn toàn tan rã.', 'khởi nghĩa Yên Bái hoàn toàn thất bại.']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân,    [D],D
history-2021-301-35,B,multiple_choice,12.0,"['Không giải quyết quyền tới giai cấp để tập trung vào vấn đề dân tộc.', 'Phải xây dựng một mặt trận dân tộc thống nhất rộng rãi.', 'Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Chỉ phát lệnh khởi nghĩa khi có sự giúp đỡ từ bên ngoài.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B]  
    Reasoning:  
    - The 1930-1931 movement emphasized the importance of building a broad united front of the people.  
    - It showed the need for a united front to achieve",B
history-2021-303-33,D,multiple_choice,12.0,"['Chỉ phát lệnh tổng khởi nghĩa khi có sự giúp đỡ từ bên ngoài.', 'Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.', 'Sử dụng bạo lực cách mạng để giành và giữ vững chính quyền.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B]  
    Reasoning:  
    - The 1930-1931 movement showed the importance of addressing democratic issues before focusing on national liberation.  
    => Correct answer: B",B
history-2021-304-40,B,multiple_choice,12.0,"['Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Giải quyết đúng đắn mối quan hệ giữa các lợi ích dân tộc và giai cấp.', 'Chỉ phát lệnh tổng khởi nghĩa khi đã có sự giúp đỡ từ bên ngoài.', 'Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B]  
    Reasoning:  
    - The 1930-1931 movement emphasized the importance of correctly handling the relationship between national and class interests.  
    => Correct answer: B",B
history-2021-302-38,B,multiple_choice,12.0,"['Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.', 'Xây dựng liên minh công nông là vấn đề chiến lược của cách mạng.', 'Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Chỉ phát lệnh tổng khởi nghĩa khi đã có sự giúp đỡ từ bên ngoài.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B]  
    Reasoning:  
    - The 1930-1931 movement emphasized the importance of building a united front between workers and peasants.  
    - This approach was crucial for the success of the later",B
history-2020-301-33,A,multiple_choice,12.0,"['dựa vào lực lượng chính trị quần chúng.', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.', 'sử dụng hình thức đấu tranh vũ trang.', 'tạm gác khẩu hiệu cách mạng ruộng đất.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu",    [B],B
history-2020-303-34,B,multiple_choice,12.0,"['đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.', 'hướng tới mục tiêu giải phóng dân tộc.', 'tạm gác khẩu hiệu cách mạng ruộng đất.', 'sử dụng hình thức đấu tranh vũ trang.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","    [B]  
    Reasoning:  
    - All three movements aimed to achieve national liberation.  
    - They prioritized the goal of freeing the country from colonial rule.  
    => Correct answer: B",B
history-2020-302-38,A,multiple_choice,12.0,"['đấu tranh đòi các quyền lợi cho dân tộc', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu', 'tạm gác khẩu hiệu cách mạng ruộng đất', 'sử dụng hình thức đấu tranh vũ trang']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","    [B]  
    Reasoning:  
    - All three movements were part of the broader struggle for national liberation.  
    - They prioritized the liberation of the nation over other goals.  
    => Correct answer: B",B
history-2020-304-37,A,multiple_choice,12.0,"['đấu tranh chống lại kẻ thù của dân tộc.', 'sử dụng hình thức đấu tranh vũ trang.', 'tạm gác khẩu hiệu cách mạng ruộng đất.', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu",    [D],D
history-2022-301-28,B,multiple_choice,12.0,"['Chống lại chủ nghĩa thực dân cũ.', 'Nhận viện trợ theo Kế hoạch Mácsan.', 'Có đông đảo nhân dân tham gia.', 'Bùng nổ sớm nhất ở Bắc Phi.']",Phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai không có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - The question asks for an option that does not belong to the African liberation movements after World War II.  
    - Option A, ""Against old colonialism,"" is a common theme in African",A
history-2023-302-16,B,multiple_choice,12.0,"['Nhà xuất bản tiến bộ Nam đồng thư xã', 'Mặt trận Dân tộc giải phóng miền Nam Việt Nam', 'tổ chức Việt Nam Quang phục hội', 'Hội Liên hiệp các dân tộc bị áp bức ở Á Đông']",Phong trào Đồng khởi (1959-1960) ở Việt Nam dẫn đến sự ra đời của,1.0,,,,Kết quả / Ý nghĩa / Vai trò,"    [B]  
    Reasoning:  
    - The 1959-1960 uprising in Vietnam led to the formation of the National Liberation Front (NLF) in South Vietnam.  
    => Correct answer: B",B
history-2024-304-37,C,multiple_choice,12.0,"['Khẳng định sự lớn mạnh và vai trò lãnh đạo cách mạng của giai cấp công nhân.', 'Rèn luyện lực lượng chính trị cho cách mạng.', 'Hình thành trên thực tế liên minh rộng rãi, có các lực lượng dân chủ và tiến bộ.', 'Mang tính chất dân tộc, dân chủ và cách mạng.']",Phong trào đấu tranh của nhân dân Việt Nam trong những năm 1936 – 1939 có điểm khác biệt nào sau đây so với những năm 1930 – 1931?,,,1.0,,"So sánh, đối chiếu","    [C]  
    Reasoning:  
    - In the 1930s-1931 period, the movement emphasized the growth and leadership of the working class.  
    - In the 1936-",C
history-2023-303-40,B,multiple_choice,12.0,"['Làm cho khuynh hướng vô sản ngày càng chiếm ưu thế trong phong trào yêu nước.', 'Chứng tỏ phong trào công nhân đã thống nhất trên phạm vi cả nước.', 'Là phương thức tự rèn luyện của những chiến sĩ cách mạng tiền bối.', 'Góp phần đưa lí luận giải phóng dân tộc đến với giai cấp tiên phong của cách mạng.']",Phong trào “vô sản hóa” ở Việt Nam (cuối năm 1928) không có ý nghĩa nào sau đây?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [C]  
    Reasoning:  
    - The ""vô sản hóa"" movement aimed to strengthen the communist party's influence and unite the working class.  
    - It was not a method for self-improvement of revolutionary leaders",C
history-2022-302-15,C,multiple_choice,12.0,"['Bảo vệ căn cứ địa Cao Bằng', 'Bảo vệ chính quyền Xô viết', 'Giải phóng hoàn toàn miền Nam', 'Bảo vệ Khu giải phóng Việt Bắc']",Quân dân miền Nam Việt Nam chiến đấu chống chiến lược Chiến tranh cục bộ (1965-1968) của Mĩ nhằm thực hiện mục tiêu nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The strategy involved protecting the Khu giải phóng Việt Bắc.  
    => Correct answer: C",C
history-2023-301-17,D,multiple_choice,12.0,"['Bỉ', 'Marốc', 'Nam Phi', 'Mĩ']",Quốc gia nào sau đây khởi đầu cho cuộc cách mạng khoa học-kĩ thuật hiện đại từ đầu những năm 40 của thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The United States was the first country to initiate the modern scientific and technological revolution in the early 1940s.  
    => Correct answer: D",D
history-2020-302-13,B,multiple_choice,12.0,"['Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.', 'Thụy Điển.']",Quốc gia nào sau đây mở đầu kì nguyên chinh phục vũ trụ của loài người?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The Soviet Union was the first country to launch a satellite into space, marking the beginning of the space race.  
    => Correct answer: B",B
history-2022-303-22,C,multiple_choice,12.0,"['Cuba', 'Libi', 'Liên Xô', 'Ai Cập']",Quốc gia nào sau đây mở đầu kỉ nguyên chinh phục vũ trụ của loài người?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The Soviet Union was the first country to launch a satellite into space, marking the beginning of the space race.  
    => Correct answer: C",C
history-2020-304-15,A,multiple_choice,12.0,"['Ấn Độ', 'Việt Nam', 'Lào', 'Campuchia']",Quốc gia nào sau đây tuyên bố độc lập và thành lập nước cộng hòa vào năm 1950?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The question asks about the country that declared independence and established a republic in 1950.  
    - Among the options, only Vietnam (B) fits this description.  
   ",B
history-2024-301-11,C,multiple_choice,12.0,"['Ai Cập.', 'Ấn Độ.', 'Liên Xô.', 'Thái Lan.']",Quốc gia nào sau đây ở châu Âu chịu hậu quả nặng nề bởi cuộc Chiến tranh thế giới thứ hai (1939-1945)?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [C]  
    Reasoning:  
    - The Soviet Union suffered significant losses during World War II, including the deaths of millions of its citizens.  
    => Correct answer: C",C
history-2021-303-16,B,multiple_choice,12.0,"['Trung Quốc.', 'Ai Cập.', 'Ấn Độ.', 'Nhật Bản.']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The question asks about a country in Africa that gained independence after World War II.  
    - Among the options, only Egypt (Option B) is a country in Africa.  
    -",B
history-2021-304-20,D,multiple_choice,12.0,"['Nhật Bản.', 'Trung Quốc.', 'Ấn Độ', 'Libi.']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The question asks about a country in Africa that gained independence after World War II.  
    - Among the options, only Libya (Libi) is a country in Africa.  
    -",D
history-2021-301-14,D,multiple_choice,12.0,"['Ấn Độ', 'Nhật Bản', 'Trung Quốc', 'Môdămbích']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - After World War II, many countries in Africa gained independence.  
    - Môdămbích (now known as Madagascar) was one of the first African countries to gain independence in",D
history-2021-302-6,D,multiple_choice,12.0,"['Nhật Bản.', 'Ấn Độ.', 'Trung Quốc.', 'Ănggola.']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - After World War II, Angola gained independence in 1975.  
    => Correct answer: D",D
history-2024-304-10,D,multiple_choice,12.0,"['Thái Lan.', 'Mông Cổ.', 'Hàn Quốc.', 'Ai Cập.']","Sau Chiến tranh thế giới thứ hai, quốc gia nào sau đây ở châu Phi giành được độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - The question asks about African countries gaining independence after World War II.  
    - Among the options, only Egypt (D) is an African country that gained independence during this period.  
   ",D
history-2020-301-18,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Tây Ban Nha.', 'Bồ Đào Nha.']","Sau Chiến tranh thế giới thứ hai, thực dân nào sau đây đề ra “phương án Maobátton"" để thực hiện ở Ấn Độ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B]  
    Reasoning:  
    - The British government, led by Winston Churchill, proposed the ""Plan for India"" (also known as the ""MacBarnett Plan"") in 1946.  
    =>",B
history-2024-301-7,D,multiple_choice,12.0,"['Libi.', 'Nam Phi.', 'Phần Lan.', 'Cuba.']","Sau Chiến tranh thế giới thứ hai, đế quốc Mĩ giúp đỡ Batixta thiết lập chế độ độc tài quân sự ở quốc gia nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D]  
    Reasoning:  
    - After World War II, the United States supported Batista to establish a military dictatorship in Cuba.  
    => Correct answer: D",D
history-2024-304-13,B,multiple_choice,12.0,"['Khôi phục nhà nước phong kiến Việt Nam.', 'Chia cắt lâu dài Việt Nam.', 'Thiết lập chế độ chiếm nô.', 'Xóa bỏ căn cứ địa Bắc Sơn – Võ Nhai.']","Sau Hiệp định Giơnevơ năm 1954 về Đông Dương, đế quốc Mĩ dựng lên chính quyền Ngô Đình Diệm ở miền Nam Việt Nam nhằm thực hiện âm mưu nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"    [B]  
    Reasoning:  
    - The US-backed Ngô Đình Diệm regime aimed to divide Vietnam permanently.  
    => Correct answer: B",B
history-2022-302-16,A,multiple_choice,12.0,"['Trung Quốc', 'Achentina', 'Anh', 'Tây Ban Nha']","Sau năm 1991, ở châu Á, Liên bang Nga khôi phục và phát triển quan hệ với",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A]  
    Reasoning:  
    - After 1991, the Russian Federation restored and developed relations with China.  
    => Correct answer: A",A
history-2020-302-11,C,multiple_choice,12.0,"['Chiến tranh thế giới thứ hai kết thúc.', 'Chiến tranh thế giới thứ hai bùng nổ.', 'Cách mạng tháng Mười Nga thành công.', 'Liên minh châu Âu được thành lập.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời ki 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"    [C]  
    Reasoning:  
    - The October Revolution in Russia in 1917 inspired the Vietnamese revolutionaries.  
    => Correct answer: C",C
history-2021-301-25,D,multiple_choice,12.0,"['Liên hợp quốc được thành lập', 'Hiệp ước an ninh Mĩ-Nhật được kí kết', 'Xu thế toàn cầu hóa xuất hiện', 'Quốc tế Cộng sản được thành lập']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời ki 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"    [D]  
    Reasoning:  
    - The Communist International (Comintern) was founded in 1919, which had a significant impact on the Vietnamese Revolution during the 1919-1930 period",D
history-2020-304-18,B,multiple_choice,12.0,"['Chiến tranh thế giới thứ hai kết thúc', 'Quốc tế Cộng sản được thành lập', 'Liên minh châu Âu được thành lập', 'Chiến tranh thế giới thứ hai bùng nổ']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"    [B]  
    Reasoning:  
    - The 1917 Russian Revolution inspired the Vietnamese revolutionaries.  
    - The International Workingmen's Association (later renamed the Communist International) provided support and guidance.  
    =>",B
