,id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Model Inference,Model Answer
235,history-2021-304-31,C,multiple_choice,12.0,"['Hạn chế tối đa nguồn vốn đầu tư của tư bản tư nhân Pháp.', 'Xóa bỏ phương thức sản xuất cũ để xác lập quan hệ sản xuất mới.', 'Tập trung đầu tư vào những vùng kinh tế đem lại lợi nhuận tối đa.', 'Không đầu tư vốn vào các ngành kinh tế có tính chất hiện đại.']",Nội dung nào sau đây phản ánh đúng chính sách nhất quán của thực dân Pháp trong các cuộc khai thác thuộc địa ở Đông Dương?,,,1.0,,"So sánh, đối chiếu","[C] The French consistently invested in areas that yielded the highest profits, reflecting their primary goal of maximizing economic exploitation of the colonies. Options A, B, and D contradict the consistent policy of prioritizing profit and exploiting colonial resources.",C
236,history-2022-301-33,B,multiple_choice,12.0,"['Xây dựng được lực lượng chính trị và lực lượng vũ trang ba thứ quân.', 'Hai giai cấp chủ lực của cách mạng đoàn kết, trưởng thành trong chiến đấu.', 'Hoàn thành cải cách ruộng đất tại các vùng do xô viết kiểm soát.', 'Xây dựng được mặt trận dân tộc trên nền tảng liên minh công-nông.']",Nội dung nào sau đây phản ánh đúng một trong những thành quả của phong trào cách mạng 1930-1931 ở Việt Nam?,,,1.0,,Đánh giá,"[A] The 1930-1931 movement saw the formation of the three main forces – political, military, and popular – laying the groundwork for future revolutionary efforts. Options B, C, and D represent developments that occurred",A
237,history-2022-303-32,B,multiple_choice,12.0,"['Xây dựng lực lượng chính trị và lực lượng vũ trang ba thứ quân', 'Thành lập chính quyền của dân, vì dân ở một số địa phương.', 'Xây dựng được mặt trận dân tộc trên nền tảng liên minh công-nông', 'Hoàn thành cải cách ruộng đất tại các vùng do xô viết kiểm soát.']",Nội dung nào sau đây phản ánh đúng một trong những thành quả của phong trào cách mạng 1930-1931 ở Việt Nam?,,,1.0,,Đánh giá,"
model
[B] The establishment of people’s governments for the people, by the people in several localities was a key achievement of the 1930-1931 movement. Option A was a long-term goal, C was a",B
238,history-2022-302-36,C,multiple_choice,12.0,"['Ngành công nghiệp ra đời nhưng không được áp dụng khoa học kĩ thuật.', 'Phương thức sản xuất tư bản chủ nghĩa bắt đầu được du nhập và mở rộng.', 'Một số đô thị được hình thành và mở rộng ở các vùng kinh tế phát triển', 'Quan hệ sản xuất phong kiến bị xóa bỏ, mở đường cho quan hệ sản xuất mới.']",Nội dung nào sau đây phản ánh đúng sự chuyển biến của kinh tế Việt Nam trong những năm 20 của thế kỉ XX?,,,1.0,,Đánh giá,"
model
[B] The period saw the introduction and expansion of capitalist modes of production, reflecting a shift away from the traditional feudal economy. Option A is incorrect because of the lack of technological application. Option C describes urban growth but doesn’t capture the fundamental",B
239,history-2022-304-32,B,multiple_choice,12.0,"['Quan hệ sản xuất phong kiến bị xóa bỏ, mở đường cho quan hệ sản xuất mới.', 'Cơ cấu kinh tế thay đổi theo hướng tăng dần tỉ trọng ngành công nghiệp.', 'Ngành công nghiệp ra đời nhưng không được áp dụng khoa học kĩ thuật.', 'Phương thức sản xuất tư bản chủ nghĩa bắt đầu được du nhập và mở rộng.']",Nội dung nào sau đây phản ánh đúng sự chuyển biến của nền kinh tế Việt Nam trong những năm 20 của thế kỉ XX?,,,1.0,,Đánh giá,"
model
[A] The 1920s witnessed the dismantling of the feudal mode of production, paving the way for the establishment of new economic relations based on semicolonial and semi-feudalism. Options B, C, and D are inaccurate",A
240,history-2022-302-34,D,multiple_choice,12.0,"['Buộc Mĩ xuống thang chiến tranh và chấp nhận quay lại đàm phán tại Hội nghị Pari.', 'Lần đầu khẳng định bạo lực là con đường duy nhất giải phóng miền Nam.', 'Chuyển cách mạng miền Nam từ thể giữ gìn lực lượng sang thể tiến công.', 'Tạo cơ sở đánh giá toàn diện tương quan lực lượng để mở cuộc tiến công chiến lược.']",Nội dung nào sau đây phản ánh đúng tác động của chiến thắng Đường 14 Phước Long (đầu năm 1975) đối với tiến trình cách mạng miền Nam Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò," lược.

    Answer:
model
[A] The victory at Đường 14-Phước Long led to the U.S. withdrawing its military support and returning to the negotiating table at the Paris Conference. This demonstrated American weakness and created an opportunity for the South Vietnamese to pursue",A
241,history-2022-301-35,D,multiple_choice,12.0,"['Giải quyết thành công mọi mâu thuẫn giai cấp trong xã hội thuộc địa.', 'Lật đổ chế độ phong kiến và xóa bỏ được mọi tàn dư của chế độ cũ.', 'Đóng góp vào cuộc đấu tranh chống phát xít của các nước xã hội chủ nghĩa.', 'Đóng góp vào sự nghiệp chung của các lực lượng tiến bộ trên thế giới.']",Nội dung nào sau đây phản ánh đúng tính chất dân chủ của Cách mạng tháng Tám năm 1945 ở Việt Nam?,,,1.0,,Đánh giá,"
D. Đóng góp vào sự nghiệp chung của các lực lượng tiến bộ trên thế giới.

    Answer:
model
[B] The August Revolution overthrew the feudal system and eliminated all remnants of the old regime. While the revolution addressed some social issues, it primarily focused on establishing a new political order and removing the vestiges of the previous one, reflecting the core",B
242,history-2022-303-31,D,multiple_choice,12.0,"['Lật đổ chế độ phong kiến và xóa bỏ được mọi tàn dư của xã hội cũ', 'Tham gia cuộc đấu tranh chống phát xít của các nước xã hội chủ nghĩa.', 'Giải quyết thành công mọi mâu thuẫn giai cấp trong xã hội thuộc địa.', 'Đóng góp vào sự nghiệp đấu tranh vì quyền sống của con người.']",Nội dung nào sau đây phản ánh đúng tính chất dân chủ của Cách mạng tháng Tám năm 1945 ở Việt Nam?,,,1.0,,Đánh giá," cấp trong xã hội thuộc địa.
D. Đóng góp vào sự nghiệp đấu tranh vì quyền sống của con người.

    Answer:
model
[D] The August Revolution was driven by the people’s desire for basic human rights and self-determination, reflecting a broad coalition of classes and social groups united against colonial rule. While A, B, and C represent important aspects of the revolution",D
243,history-2022-301-38,C,multiple_choice,12.0,"['Chuyển hướng chiến lược từ đấu tranh chính trị sang đấu tranh vũ trang.', 'Xây dựng đội quân chính trị làm yếu tố quyết định thắng lợi cuối cùng.', 'Con đường giải phóng miền Nam là tiến công bằng bạo lực cách mạng.', 'Kết hợp đấu tranh trên ba mặt trận: quân sự, chính trị và ngoại giao.']",Nội dung nào sau đây phản ánh đúng tư tưởng chỉ đạo xuyên suốt của Đảng Lao động Việt Nam trong Hội nghị Ban Chấp hành Trung ương lần thứ 15 (tháng 1-1959) và lần thứ 21 (tháng 7-1973)?,,,1.0,,"So sánh, đối chiếu","[D] The policy reflected a commitment to combining efforts across all three fronts – military, political, and diplomatic – to achieve victory. The policy emphasized a comprehensive approach, recognizing the interconnectedness of these different strategies during the war. Options A, B",D
244,history-2022-303-33,C,multiple_choice,12.0,"['Kết hợp đấu tranh trên ba mặt trận: quân sự, chính trị và ngoại giao', 'Xây dựng đội quân chính trị làm yếu tố quyết định thắng lợi cuối cùng', 'Sử dụng sức mạnh bạo lực cách mạng để tiến công đối phương', 'Chuyển hướng chiến lược từ đấu tranh chính trị sang đấu tranh vũ trang.']",Nội dung nào sau đây phản ánh đúng tư tưởng chỉ đạo xuyên suốt của Đảng Lao động Việt Nam trong Hội nghị Ban Chấp hành Trung ương lần thứ 15 (tháng 1-1959) và lần thứ 21 (tháng 7-1973)?,,,1.0,,"So sánh, đối chiếu"," trị sang đấu tranh vũ trang.

    Answer:
model
[A] The policy consistently emphasized combining efforts on three fronts: military, political, and diplomatic, reflecting the need for a comprehensive approach to achieve victory.

Explanation: Both the 15th and 21st Plenums of the Central",A
245,history-2024-304-39,B,multiple_choice,12.0,"['Kết hợp chủ nghĩa Mác – Lênin với phong trào công nhân trong xây dựng chính đảng vô sản.', 'Giải quyết mối quan hệ giữa các nhiệm vụ, lực lượng tham gia và tiến trình làm cách mạng.', 'Xác định lực lượng thanh niên và trí thức tiểu tư sản là hạt nhân để truyền bá lí luận cách mạng.', 'Xác định phương hướng chiến lược, giai cấp lãnh đạo và động lực đưa cách mạng tiến lên.']","Nội dung nào sau đây phản ánh đúng việc Nguyễn Ái Quốc vận dụng sáng tạo chủ nghĩa
Mác – Lênin vào quá trình chuẩn bị và xây dựng đường lối cứu nước cho dân tộc Việt Nam (1920-1930)?",,,1.0,,Đánh giá,"[B] Nguyễn Ái Quốc vận dụng sáng tạo chủ nghĩa Mác – Lênin bằng cách tập trung vào việc giải quyết các vấn đề thực tế của Việt Nam, bao gồm mối quan hệ giữa các nhiệm vụ, lực lượng tham gia",B
246,history-2022-303-36,C,multiple_choice,12.0,"['Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.', 'Chứng tỏ lực lượng vũ trang phát triển vượt bậc thay thế lực lượng chính trị.', 'Buộc Mĩ xuống thang chiến tranh, mở ra bước ngoặt của cuộc kháng chiến', 'Buộc Mĩ phải quay lại đàm phán ở Pari để bàn về việc chấm dứt chiến tranh.']",Nội dung nào sau đây phản ánh đúng ý nghĩa của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,". Buộc Mĩ phải quay lại đàm phán ở Pari để bàn về việc chấm dứt chiến tranh.

    Answer:
model
[C] The Spring 1968 general offensive and uprising demonstrated the strength of the armed forces, forcing the US to scale back its operations and marking a turning point in the war. Option A is partially true but not the primary significance.",C
247,history-2022-301-40,B,multiple_choice,12.0,"['Buộc Mĩ phải quay lại đàm phán ở Pari để bàn về việc chấm dứt chiến tranh.', 'Mở ra khả năng sớm kết thúc chiến tranh thông qua con đường đàm phán.', 'Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.', 'Chứng tỏ lực lượng vũ trang phát triển vượt bậc thay thế lực lượng chính trị.']",Nội dung nào sau đây phản ánh đúng ý nghĩa của cuộc Tổng tiến công và nổi dậy Xuân Mậu Thân 1968 ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò," tiến công.
D. Chứng tỏ lực lượng vũ trang phát triển vượt bậc thay thế lực lượng chính trị.

    Answer:
model
[C] The Spring 1968 general offensive and uprising dramatically shifted the South’s revolutionary situation from a defensive posture to an offensive one, putting immense pressure on the enemy and forcing them to react. Option A is incorrect because the Paris",C
248,history-2024-303-25,A,multiple_choice,12.0,"['Cổ vũ phong trào giải phóng dân tộc ở các thuộc địa.', 'Đánh dấu chủ nghĩa xã hội trở thành hệ thống thế giới.', 'Đã xóa bỏ hoàn toàn chủ nghĩa phát xít trên thế giới.', 'Đánh dấu sự sụp đổ hoàn toàn của chủ nghĩa thực dân.']",Nội dung nào sau đây phản ánh đúng ý nghĩa quốc tế của cuộc Cách mạng tháng Mười Nga năm 1917?,,1.0,,,Kết quả / Ý nghĩa / Vai trò," phát xít trên thế giới.
D. Đánh dấu sự sụp đổ hoàn toàn của chủ nghĩa thực dân.

    Answer:
model
[A] The October Revolution inspired anti-colonial movements worldwide, demonstrating the potential for overthrowing imperial rule. While it didn’t immediately establish a worldwide socialist system (B), eliminate fascism (C), or completely dismantle colonialism (D), it served",A
249,history-2023-302-32,C,multiple_choice,12.0,"['Chuẩn bị đầy đủ các điều kiện cho giai cấp vô sản thành lập một chính đảng.', 'Xây dựng một lực lượng cách mạng hùng hậu để đi đến thành lập chính đảng vô sản.', 'Rèn luyện đội ngũ tiểu tư sản trí thức tham gia vào các tổ chức cách mạng sau này.', 'Lôi cuốn đông đảo các giai cấp, tầng lớp tham gia, đặc biệt là nông dân']",Nội dung nào sau đây phản ánh đúng đóng góp của phong trào yêu nước theo khuynh hướng dân chủ tư sản ở Việt Nam trong những năm 1919-1925?,,,1.0,,Đánh giá,"[C] The movement focused on educating and training a new generation of intellectuals, particularly young bourgeois intellectuals, who could later participate in revolutionary organizations. Options A, B, and D represent goals of the more radical, socialist-leaning movements.",C
250,history-2021-303-4,C,multiple_choice,12.0,"['Tiến hành khai thác mỏ than.', 'Mở rộng diện tích trồng lúa.', 'Mở trường học theo lối mới.', 'Phổ cập giáo dục trung học.']",Nội dung nào sau đây thuộc lĩnh vực giáo dục trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"  A. Tiến hành khai thác mỏ than.
B. Mở rộng diện tích trồng lúa.
C. Mở trường học theo lối mới.
D. Phổ cập giáo dục trung học.

    Answer:
model
[C] Phan Châu Trinh’s “Duy Tân” movement focused on modernizing education to improve the populace’s skills and knowledge. Specifically, it advocated for establishing schools with new teaching methods, which aligns directly with opening schools according to",C
251,history-2021-304-14,C,multiple_choice,12.0,"['Phổ cập giáo dục trung học', 'Mở rộng diện tích trồng lúa', 'Mở lớp dạy chữ Quốc ngữ', 'Tiến hành khai thác mỏ than']",Nội dung nào sau đây thuộc lĩnh vực giáo dục trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trình khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn," kỉ XX?

    Options:  A. Phổ cập giáo dục trung học
B. Mở rộng diện tích trồng lúa
C. Mở lớp dạy chữ Quốc ngữ
D. Tiến hành khai thác mỏ than

    Answer:
model
[C] Phan Châu Trình’s movement prioritized education as a means of awakening the people and fostering national consciousness. Opening classes to teach the Quốc Ngữ (national script) was a key component of this effort to improve literacy and spread nationalist ideas",C
252,history-2021-302-11,A,multiple_choice,12.0,"['Lên án những hủ tục phong kiến.', 'Phổ cập giáo dục trung học.', 'Tiến hành khai thác mỏ than.', 'Mở rộng diện tích trồng lúa.']",Nội dung nào sau đây thuộc lĩnh vực văn hóa trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[A] The movement focused on reforming social and cultural norms, including condemning outdated customs and traditions prevalent within the Confucian system. Options B, C, and D relate to economic or industrial development, not the cultural aspects of the Duy Tân movement.",A
253,history-2021-301-6,B,multiple_choice,12.0,"['Mở rộng diện tích trồng lúa.', 'Vận động cải cách trang phục', 'Phổ cập giáo dục trung học.', 'Tiến hành khai thác mỏ than.']",Nội dung nào sau đây thuộc lĩnh vực văn hóa trong cuộc vận động Duy tân ở Việt Nam do Phan Châu Trinh khởi xướng đầu thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"model
[B] Phan Châu Trinh’s movement focused on cultural and social reform, aiming to modernize Vietnamese society. Vận động cải cách trang phục (campaigning for dress reform) was a key element of this, reflecting a desire to break away",B
254,history-2024-301-13,D,multiple_choice,12.0,"['các công ti xuyên quốc gia.', 'chính đảng vô sản.', 'các tổ chức cộng sản.', 'đông đảo nhân dân.']",Phong trào Cần vương (cuối thế kỉ XIX) ở Việt Nam có sự tham gia của,1.0,,,,Trắc Nghiệm/Nội dung Ngắn," tổ chức cộng sản.
D. đông đảo nhân dân.

    Answer:
model
[A] The Cần Vương movement was largely driven by the interests of French trading companies (comptoirs) who sought to exploit the chaos and maintain control over the lucrative opium trade and other resources. While it involved some local support, it was",A
255,history-2021-301-18,D,multiple_choice,12.0,"['Đông Dương Cộng sản liên đoàn được thành lập', 'Việt Nam Quốc dân đàng hoàn toàn tan rã', 'khởi nghĩa Yên Bái hoàn toàn thất bại', 'thực dân Pháp cơ bản hoàn thành xâm lược Việt Nam']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân,"Answer:
model
[D] The rise of Cần Vương was directly linked to the French expansion and increasing control over Vietnam. The failure of the Yên Bái uprising and the dissolution of the Việt Nam Quốc dân Đàng Hoàn toàn demonstrated the weakening of Vietnamese resistance",D
256,history-2021-304-19,D,multiple_choice,12.0,"['khởi nghĩa Yên Bái hoàn toàn thất bại.', 'Đông Dương Cộng sản liên đoàn được thành lập.', 'Việt Nam Quốc dân đáng hoàn toàn tan rã.', 'triều Nguyễn kí với Pháp bản Hiệp ước Hácmăng.']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân,"
D. triều Nguyễn kí với Pháp bản Hiệp ước Hácmăng.

    Answer:
model
[A] The rise of Cần Vương was directly linked to the failure of the Yên Bái uprising and the subsequent crackdown by the Nguyễn court. The rebellion was a desperate attempt by loyalist landlords to regain power and resist French encroachment following the suppression",A
257,history-2021-303-21,A,multiple_choice,12.0,"['phái chủ chiến phản công quân Pháp tại Huế thất bại.', 'Đông Dương Cộng sản liên đoàn được thành lập.', 'Việt Nam Quốc dân đảng hoàn toàn tan rã.', 'khởi nghĩa Yên Bái hoàn toàn thất bại.']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân," đảng hoàn toàn tan rã.
D. khởi nghĩa Yên Bái hoàn toàn thất bại.

    Answer:
model
[A] The Cần Vương movement surged following the defeat of the pro-war forces at Huế against the French. This defeat exposed the weakness of the तत्कालीन regime and fueled popular discontent, leading to the resurgence of Cần Vương sentiment as a form",A
258,history-2021-302-5,A,multiple_choice,12.0,"['triều đình Huế kí với Pháp bản Hiệp ước Patonốt.', 'Đông Dương Cộng sản liên đoàn được thành lập.', 'Việt Nam Quốc dân đảng hoàn toàn tan rã.', 'khởi nghĩa Yên Bái hoàn toàn thất bại.']",Phong trào Cần vương cuối thế kỉ XIX ở Việt Nam bùng nổ sau khi,1.0,,,,Bối cảnh/Nguyên nhân," toàn tan rã.
D. khởi nghĩa Yên Bái hoàn toàn thất bại.

    Answer:
model
[A] The Cần Vương movement gained momentum following the signing of the Treaty of Pathani Son by the Nguyễn court with France. This treaty, which ceded territory and granted extraterritorial rights to the French, deeply angered the Vietnamese population and fueled",A
259,history-2021-301-35,B,multiple_choice,12.0,"['Không giải quyết quyền tới giai cấp để tập trung vào vấn đề dân tộc.', 'Phải xây dựng một mặt trận dân tộc thống nhất rộng rãi.', 'Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Chỉ phát lệnh khởi nghĩa khi có sự giúp đỡ từ bên ngoài.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B] The 1930-1931 movement demonstrated the crucial importance of a broad national unity front in achieving revolutionary success. The success of this period hinged on the ability of diverse groups – communists, socialists, intellectuals, and",B
260,history-2021-303-33,D,multiple_choice,12.0,"['Chỉ phát lệnh tổng khởi nghĩa khi có sự giúp đỡ từ bên ngoài.', 'Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.', 'Sử dụng bạo lực cách mạng để giành và giữ vững chính quyền.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"
model
[B] The 1930-1931 movement demonstrated the importance of prioritizing domestic issues – specifically, land reform and addressing the grievances of the peasantry – before focusing on broader national liberation. This approach built broad-based support and",B
261,history-2021-304-40,B,multiple_choice,12.0,"['Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Giải quyết đúng đắn mối quan hệ giữa các lợi ích dân tộc và giai cấp.', 'Chỉ phát lệnh tổng khởi nghĩa khi đã có sự giúp đỡ từ bên ngoài.', 'Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B] The 1930-1931 movement demonstrated the importance of balancing national liberation with addressing class interests, a strategy crucial for long-term success in the Vietnamese struggle for independence. Option A is partially correct but doesn’",B
262,history-2021-302-38,B,multiple_choice,12.0,"['Không giải quyết quyền lợi giai cấp để tập trung vào vấn đề dân tộc.', 'Xây dựng liên minh công nông là vấn đề chiến lược của cách mạng.', 'Giải quyết nhiệm vụ dân chủ trước khi thực hiện nhiệm vụ dân tộc.', 'Chỉ phát lệnh tổng khởi nghĩa khi đã có sự giúp đỡ từ bên ngoài.']",Phong trào cách mạng 1930-1931 để lại bài học kinh nghiệm nào sau đây cho sự nghiệp giải phóng dân tộc ở Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"model
[B] The 1930-1931 movement demonstrated the strategic importance of building a coalition between workers and peasants, a key element in subsequent Vietnamese struggles for independence. Option A is incorrect because the movement successfully addressed both national and",B
263,history-2020-301-33,A,multiple_choice,12.0,"['dựa vào lực lượng chính trị quần chúng.', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.', 'sử dụng hình thức đấu tranh vũ trang.', 'tạm gác khẩu hiệu cách mạng ruộng đất.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","    Answer:
model
[A] These movements all relied on mass political mobilization and grassroots activism as their primary means of achieving their goals. While each wave had distinct focuses – democracy, national liberation, and independence – they were fundamentally driven by the participation and leadership of the people",A
264,history-2020-303-34,B,multiple_choice,12.0,"['đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.', 'hướng tới mục tiêu giải phóng dân tộc.', 'tạm gác khẩu hiệu cách mạng ruộng đất.', 'sử dụng hình thức đấu tranh vũ trang.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","model
[B] These movements progressively escalated, beginning with the focus on democratic rights, then shifting to national liberation, and finally to outright independence. They all shared a common trajectory of striving for national liberation, albeit through different methods and at different stages. Option",B
265,history-2020-302-38,A,multiple_choice,12.0,"['đấu tranh đòi các quyền lợi cho dân tộc', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu', 'tạm gác khẩu hiệu cách mạng ruộng đất', 'sử dụng hình thức đấu tranh vũ trang']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","
model
[B] These movements represented a clear progression in the Vietnamese struggle for independence, starting with demands for democratic rights, then focusing on national liberation, and finally embracing the goal of complete independence. While all involved elements of the other movements, the overarching theme",B
266,history-2020-304-37,A,multiple_choice,12.0,"['đấu tranh chống lại kẻ thù của dân tộc.', 'sử dụng hình thức đấu tranh vũ trang.', 'tạm gác khẩu hiệu cách mạng ruộng đất.', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","[A] These movements were united by a common goal: opposing the French colonial rule and resisting the forces threatening Vietnamese independence. While there were shifts in focus and tactics, the overarching objective of combating the enemy of the nation remained constant throughout each period.",A
267,history-2022-301-28,B,multiple_choice,12.0,"['Chống lại chủ nghĩa thực dân cũ.', 'Nhận viện trợ theo Kế hoạch Mácsan.', 'Có đông đảo nhân dân tham gia.', 'Bùng nổ sớm nhất ở Bắc Phi.']",Phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai không có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn," Có đông đảo nhân dân tham gia.
D. Bùng nổ sớm nhất ở Bắc Phi.

    Answer:
model
[B] The Marshall Plan provided aid to Western European nations after WWII, not to African colonies seeking independence. While African nations certainly sought independence and experienced significant mobilization, they did not receive substantial aid through the Marshall Plan. The other options – resisting colonialism",B
268,history-2023-302-16,B,multiple_choice,12.0,"['Nhà xuất bản tiến bộ Nam đồng thư xã', 'Mặt trận Dân tộc giải phóng miền Nam Việt Nam', 'tổ chức Việt Nam Quang phục hội', 'Hội Liên hiệp các dân tộc bị áp bức ở Á Đông']",Phong trào Đồng khởi (1959-1960) ở Việt Nam dẫn đến sự ra đời của,1.0,,,,Kết quả / Ý nghĩa / Vai trò," Mặt trận Dân tộc giải phóng miền Nam Việt Nam
C. tổ chức Việt Nam Quang phục hội
D. Hội Liên hiệp các dân tộc bị áp bức ở Á Đông

    Answer:
model
[B] The Đồng khởi movement, fueled by peasant discontent and the failure of land reform, created a significant political vacuum in the South. The formation of the Mặt trận Dân tộc giải phóng miền Nam Việt Nam (National Liberation Front) was a",B
269,history-2024-304-37,C,multiple_choice,12.0,"['Khẳng định sự lớn mạnh và vai trò lãnh đạo cách mạng của giai cấp công nhân.', 'Rèn luyện lực lượng chính trị cho cách mạng.', 'Hình thành trên thực tế liên minh rộng rãi, có các lực lượng dân chủ và tiến bộ.', 'Mang tính chất dân tộc, dân chủ và cách mạng.']",Phong trào đấu tranh của nhân dân Việt Nam trong những năm 1936 – 1939 có điểm khác biệt nào sau đây so với những năm 1930 – 1931?,,,1.0,,"So sánh, đối chiếu","[C] During 1936-1939, the movement shifted from primarily focusing on the Communist Party and its cadre to building a broader coalition with diverse forces – democratic and progressive elements – forming a real alliance. The 1",C
270,history-2023-303-40,B,multiple_choice,12.0,"['Làm cho khuynh hướng vô sản ngày càng chiếm ưu thế trong phong trào yêu nước.', 'Chứng tỏ phong trào công nhân đã thống nhất trên phạm vi cả nước.', 'Là phương thức tự rèn luyện của những chiến sĩ cách mạng tiền bối.', 'Góp phần đưa lí luận giải phóng dân tộc đến với giai cấp tiên phong của cách mạng.']",Phong trào “vô sản hóa” ở Việt Nam (cuối năm 1928) không có ý nghĩa nào sau đây?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"Answer:
model
[C] The “vanguardization” movement was not a self-improvement method for revolutionary fighters. It was a deliberate effort to transform the peasantry into the primary force of the revolution, aligning them with the goals of the Communist Party. Options A",C
271,history-2022-302-15,C,multiple_choice,12.0,"['Bảo vệ căn cứ địa Cao Bằng', 'Bảo vệ chính quyền Xô viết', 'Giải phóng hoàn toàn miền Nam', 'Bảo vệ Khu giải phóng Việt Bắc']",Quân dân miền Nam Việt Nam chiến đấu chống chiến lược Chiến tranh cục bộ (1965-1968) của Mĩ nhằm thực hiện mục tiêu nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn," cứ địa Cao Bằng
B. Bảo vệ chính quyền Xô viết
C. Giải phóng hoàn toàn miền Nam
D. Bảo vệ Khu giải phóng Việt Bắc

    Answer:
model
[C] The “Limited War” strategy was designed to force South Vietnam to negotiate, ultimately leading to the collapse of the Diem regime and the establishment of a US-backed government favorable to American interests – effectively aiming for the complete liberation of the South",C
272,history-2023-301-17,D,multiple_choice,12.0,"['Bỉ', 'Marốc', 'Nam Phi', 'Mĩ']",Quốc gia nào sau đây khởi đầu cho cuộc cách mạng khoa học-kĩ thuật hiện đại từ đầu những năm 40 của thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] The United States initiated the modern scientific and technological revolution in the early 1940s with the launch of the Manhattan Project, a top-secret research and development undertaking during World War II that produced the first atomic bombs. Belgium",D
273,history-2020-302-13,B,multiple_choice,12.0,"['Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.', 'Thụy Điển.']",Quốc gia nào sau đây mở đầu kì nguyên chinh phục vũ trụ của loài người?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,":
model
[B] The Soviet Union was the first nation to successfully launch a satellite into orbit (Sputnik 1 in 1957), marking the beginning of the space age. While other nations contributed to early space exploration, the Soviet Union’",B
