id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,vilm/vinallama-7b-chat_response,vilm/vinallama-7b-chat_answer
history-2020-302-38,A,multiple_choice,12.0,"['đấu tranh đòi các quyền lợi cho dân tộc', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu', 'tạm gác khẩu hiệu cách mạng ruộng đất', 'sử dụng hình thức đấu tranh vũ trang']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","
[B]

Lập luận:
- Cả ba phong trào đều thể hiện sự tập trung vào giải phóng dân tộc.
- Phong trào cách mạng 1930-1931 tập trung vào việc đòi các quyền lợi cho dân tộc.
",B
history-2020-304-37,A,multiple_choice,12.0,"['đấu tranh chống lại kẻ thù của dân tộc.', 'sử dụng hình thức đấu tranh vũ trang.', 'tạm gác khẩu hiệu cách mạng ruộng đất.', 'đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.']","Phong trào cách mạng 1930-1931, phong trào dân chủ 1936-1939 và phong trào giải phóng dân tộc 1939-1945 ở Việt Nam đều",,,1.0,,"So sánh, đối chiếu","
[B]

Lập luận:
- Cả ba phong trào đều thể hiện khả năng lãnh đạo đấu tranh chính trị và vũ trang của Đảng Cộng sản Việt Nam.
- Khẳng định vai trò lãnh đạo của chính đảng cách mạng",B
history-2022-301-28,B,multiple_choice,12.0,"['Chống lại chủ nghĩa thực dân cũ.', 'Nhận viện trợ theo Kế hoạch Mácsan.', 'Có đông đảo nhân dân tham gia.', 'Bùng nổ sớm nhất ở Bắc Phi.']",Phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai không có nội dung nào sau đây?,,1.0,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Phong trào giải phóng dân tộc ở châu Phi sau Chiến tranh thế giới thứ hai có sự tham gia của đông đảo nhân dân và bùng nổ sớm nhất ở Bắc Phi.
- Các phương",D
history-2023-302-16,B,multiple_choice,12.0,"['Nhà xuất bản tiến bộ Nam đồng thư xã', 'Mặt trận Dân tộc giải phóng miền Nam Việt Nam', 'tổ chức Việt Nam Quang phục hội', 'Hội Liên hiệp các dân tộc bị áp bức ở Á Đông']",Phong trào Đồng khởi (1959-1960) ở Việt Nam dẫn đến sự ra đời của,1.0,,,,Kết quả / Ý nghĩa / Vai trò,"
[C]

Lập luận:
Phong trào Đồng khởi (1959-1960) là một phong trào cách mạng ở miền Bắc Việt Nam nhằm lật đổ chính quyền thực dân Pháp và thống nhất Việt Nam dưới một chính phủ duy nhất",C
history-2024-304-37,C,multiple_choice,12.0,"['Khẳng định sự lớn mạnh và vai trò lãnh đạo cách mạng của giai cấp công nhân.', 'Rèn luyện lực lượng chính trị cho cách mạng.', 'Hình thành trên thực tế liên minh rộng rãi, có các lực lượng dân chủ và tiến bộ.', 'Mang tính chất dân tộc, dân chủ và cách mạng.']",Phong trào đấu tranh của nhân dân Việt Nam trong những năm 1936 – 1939 có điểm khác biệt nào sau đây so với những năm 1930 – 1931?,,,1.0,,"So sánh, đối chiếu","
[D]

Lập luận:
- Trong những năm 1936-1939, phong trào dân chủ tập trung vào việc xây dựng liên minh rộng rãi, bao gồm các lực lượng dân chủ và tiến bộ.
- Phong trào",D
history-2023-303-40,B,multiple_choice,12.0,"['Làm cho khuynh hướng vô sản ngày càng chiếm ưu thế trong phong trào yêu nước.', 'Chứng tỏ phong trào công nhân đã thống nhất trên phạm vi cả nước.', 'Là phương thức tự rèn luyện của những chiến sĩ cách mạng tiền bối.', 'Góp phần đưa lí luận giải phóng dân tộc đến với giai cấp tiên phong của cách mạng.']",Phong trào “vô sản hóa” ở Việt Nam (cuối năm 1928) không có ý nghĩa nào sau đây?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"
[D]

Lập luận:
- Phong trào ""vô sản hóa"" chủ yếu tập trung vào việc tự rèn luyện của những chiến sĩ cách mạng, không nhất thiết làm cho khuynh hướng vô sản chiếm ưu thế trong",D
history-2022-302-15,C,multiple_choice,12.0,"['Bảo vệ căn cứ địa Cao Bằng', 'Bảo vệ chính quyền Xô viết', 'Giải phóng hoàn toàn miền Nam', 'Bảo vệ Khu giải phóng Việt Bắc']",Quân dân miền Nam Việt Nam chiến đấu chống chiến lược Chiến tranh cục bộ (1965-1968) của Mĩ nhằm thực hiện mục tiêu nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận: Chiến dịch Chiến tranh cục bộ (1965-1968) của Mĩ nhằm mục tiêu cuối cùng là đánh bại quân dân miền Nam Việt Nam và thiết lập sự kiểm soát của Mĩ đối với miền Nam Việt Nam",C
history-2023-301-17,D,multiple_choice,12.0,"['Bỉ', 'Marốc', 'Nam Phi', 'Mĩ']",Quốc gia nào sau đây khởi đầu cho cuộc cách mạng khoa học-kĩ thuật hiện đại từ đầu những năm 40 của thế kỉ XX?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[A]

Lập luận:
- Bỉ là nơi có Viện Hàn lâm Khoa học Hoàng gia, nơi diễn ra cuộc họp đầu tiên của các nhà khoa học và kỹ sư từ nhiều quốc gia, đánh dấu sự bắt đầu của",A
history-2020-302-13,B,multiple_choice,12.0,"['Hà Lan.', 'Liên Xô.', 'Thụy Sĩ.', 'Thụy Điển.']",Quốc gia nào sau đây mở đầu kì nguyên chinh phục vũ trụ của loài người?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Liên Xô là một trong những quốc gia tiên phong trong việc khám phá vũ trụ, với việc phóng vệ tinh nhân tạo đầu tiên, Sputnik 1.
- Quốc gia mở đầu kì",B
history-2022-303-22,C,multiple_choice,12.0,"['Cuba', 'Libi', 'Liên Xô', 'Ai Cập']",Quốc gia nào sau đây mở đầu kỉ nguyên chinh phục vũ trụ của loài người?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Liên Xô, dưới thời Liên Xô, đã tiến hành các chương trình không gian tiên tiến và đạt được nhiều cột mốc quan trọng trong việc chinh phục vũ trụ của loài người. ",C
history-2020-304-15,A,multiple_choice,12.0,"['Ấn Độ', 'Việt Nam', 'Lào', 'Campuchia']",Quốc gia nào sau đây tuyên bố độc lập và thành lập nước cộng hòa vào năm 1950?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- Việt Nam tuyên bố độc lập và thành lập nước cộng hòa vào năm 1950.
=> Đáp án đúng là B. 
 
 
 
 
",B
history-2024-301-11,C,multiple_choice,12.0,"['Ai Cập.', 'Ấn Độ.', 'Liên Xô.', 'Thái Lan.']",Quốc gia nào sau đây ở châu Âu chịu hậu quả nặng nề bởi cuộc Chiến tranh thế giới thứ hai (1939-1945)?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Liên Xô là một trong những cường quốc chính của phe Đồng minh trong Thế chiến II.
- Nó chịu thiệt hại đáng kể về người và tài nguyên trong cuộc chiến.
=> Đáp",C
history-2021-303-16,B,multiple_choice,12.0,"['Trung Quốc.', 'Ai Cập.', 'Ấn Độ.', 'Nhật Bản.']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Trung Quốc tham gia Chiến tranh thế giới thứ hai, nhưng không giành được độc lập sau đó.
- Ai Cập tham gia Chiến tranh thế giới thứ hai, nhưng không giành được độc",C
history-2021-304-20,D,multiple_choice,12.0,"['Nhật Bản.', 'Trung Quốc.', 'Ấn Độ', 'Libi.']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
- Chiến tranh thế giới thứ hai kết thúc vào năm 1945, và các quốc gia giành được độc lập trong thời kỳ này chủ yếu nằm ở châu Phi.
- Ấn Độ",C
history-2021-301-14,D,multiple_choice,12.0,"['Ấn Độ', 'Nhật Bản', 'Trung Quốc', 'Môdămbích']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Chiến tranh thế giới thứ hai kết thúc vào năm 1945, và nhiều quốc gia ở châu Phi giành được độc lập trong thời kỳ hậu chiến.
- Môdămbích giành độc lập",D
history-2021-302-6,D,multiple_choice,12.0,"['Nhật Bản.', 'Ấn Độ.', 'Trung Quốc.', 'Ănggola.']","Sau Chiến tranh thế giới thứ hai, một trong những quốc gia ở châu Phi giành được độc lập là",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Sau Chiến tranh thế giới thứ hai, nhiều quốc gia ở châu Phi giành được độc lập. Trong số các lựa chọn được cung cấp, Ấn Độ, Trung Quốc và Nhật",B
history-2024-304-10,D,multiple_choice,12.0,"['Thái Lan.', 'Mông Cổ.', 'Hàn Quốc.', 'Ai Cập.']","Sau Chiến tranh thế giới thứ hai, quốc gia nào sau đây ở châu Phi giành được độc lập?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[D]

Lập luận:
- Chiến tranh thế giới thứ hai kết thúc vào năm 1945, và nhiều quốc gia ở châu Phi giành được độc lập trong thời kỳ hậu chiến.
- Ai Cập là một trong những quốc gia",D
history-2020-301-18,B,multiple_choice,12.0,"['Bỉ.', 'Anh.', 'Tây Ban Nha.', 'Bồ Đào Nha.']","Sau Chiến tranh thế giới thứ hai, thực dân nào sau đây đề ra “phương án Maobátton"" để thực hiện ở Ấn Độ?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
- ""Phương án Maobátton"" đề cập đến kế hoạch phân chia Ấn Độ sau Chiến tranh thế giới thứ hai.
- Kế hoạch này được đề ra",B
history-2024-301-7,D,multiple_choice,12.0,"['Libi.', 'Nam Phi.', 'Phần Lan.', 'Cuba.']","Sau Chiến tranh thế giới thứ hai, đế quốc Mĩ giúp đỡ Batixta thiết lập chế độ độc tài quân sự ở quốc gia nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Sau Chiến tranh thế giới thứ hai, đế quốc Mĩ giúp đỡ Batista thiết lập chế độ độc tài quân sự ở Philippines. 

 
 
 
",B
history-2024-304-13,B,multiple_choice,12.0,"['Khôi phục nhà nước phong kiến Việt Nam.', 'Chia cắt lâu dài Việt Nam.', 'Thiết lập chế độ chiếm nô.', 'Xóa bỏ căn cứ địa Bắc Sơn – Võ Nhai.']","Sau Hiệp định Giơnevơ năm 1954 về Đông Dương, đế quốc Mĩ dựng lên chính quyền Ngô Đình Diệm ở miền Nam Việt Nam nhằm thực hiện âm mưu nào sau đây?",1.0,,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Hiệp định Giơnevơ năm 1954 nhằm chia cắt Việt Nam thành hai nước, một miền Bắc và một miền Nam.
- Chính quyền Ngô Đình Diệm ở miền Nam Việt Nam nhằm",C
history-2022-302-16,A,multiple_choice,12.0,"['Trung Quốc', 'Achentina', 'Anh', 'Tây Ban Nha']","Sau năm 1991, ở châu Á, Liên bang Nga khôi phục và phát triển quan hệ với",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[A]

Lập luận:
Sau khi Liên Xô tan rã, Nga tìm kiếm các đối tác kinh tế và chính trị mới. Trong số các quốc gia ở châu Á, Trung Quốc là một đối tác quan trọng do mối",A
history-2020-302-11,C,multiple_choice,12.0,"['Chiến tranh thế giới thứ hai kết thúc.', 'Chiến tranh thế giới thứ hai bùng nổ.', 'Cách mạng tháng Mười Nga thành công.', 'Liên minh châu Âu được thành lập.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời ki 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[C]

Lập luận:
- Cách mạng Tháng Mười Nga thành công năm 1917 là một sự kiện quan trọng trong lịch sử thế giới, ảnh hưởng đến phong trào cách mạng Việt Nam thời ki 1919-1930.
",C
history-2021-301-25,D,multiple_choice,12.0,"['Liên hợp quốc được thành lập', 'Hiệp ước an ninh Mĩ-Nhật được kí kết', 'Xu thế toàn cầu hóa xuất hiện', 'Quốc tế Cộng sản được thành lập']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời ki 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[D]

Lập luận:
- Quốc tế Cộng sản được thành lập vào năm 1927, đóng vai trò quan trọng trong việc truyền cảm hứng và cung cấp hỗ trợ cho phong trào cách mạng Việt Nam thời kỳ ki 1919",D
history-2020-304-18,B,multiple_choice,12.0,"['Chiến tranh thế giới thứ hai kết thúc', 'Quốc tế Cộng sản được thành lập', 'Liên minh châu Âu được thành lập', 'Chiến tranh thế giới thứ hai bùng nổ']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[B]

Lập luận:
- Quốc tế Cộng sản được thành lập vào năm 1920, đóng vai trò quan trọng trong việc đoàn kết các phong trào cách mạng trên toàn thế giới, bao gồm cả cách mạng Việt",B
history-2020-303-12,D,multiple_choice,12.0,"['Chiến tranh thế giới thứ hai bùng nổ.', 'Chiến tranh thế giới thứ hai kết thúc.', 'Liên minh châu Âu được thành lập.', 'Cách mạng vô sản ở Nga thành công.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[D]

Lập luận:
Cách mạng vô sản ở Nga thành công vào năm 1917 đã truyền cảm hứng cho phong trào cách mạng 1930-1931, một phong trào dân chủ 1936-1939 và phong trào giải phóng",D
history-2020-301-13,C,multiple_choice,12.0,"['Liên minh châu Âu được thành lập.', 'Chiến tranh thế giới thứ hai bùng nổ.', 'Nước Nga Xô viết ra đời.', 'Chiến tranh thế giới thứ hai kết thúc.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[C]

Lập luận:
- Cách mạng Việt Nam thời kì 1919-1930 diễn ra trong bối cảnh của các sự kiện lịch sử thế giới lớn, bao gồm sự ra đời của Nước Nga Xô viết, Liên minh",C
history-2021-302-29,A,multiple_choice,12.0,"['Nước Nga Xô viết được thành lập.', 'Xu thế toàn cầu hóa xuất hiện.', 'Hiệp ước an ninh Mĩ Nhật được kí kết.', 'Liên hợp quốc được thành lập.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[A]

Lập luận:
Nước Nga Xô viết được thành lập năm 1917 là một sự kiện quan trọng trong cách mạng Việt Nam thời kì 1919-1930. Sự thành lập của Liên Xô đã cung cấp một mô hình",A
history-2021-303-29,B,multiple_choice,12.0,"['Hiệp ước an ninh Mĩ-Nhật được kí kết.', 'Quốc tế Cộng sản được thành lập.', 'Liên hợp quốc được thành lập.', 'Xu thế toàn cầu hóa xuất hiện.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930?,,1.0,,,Bối cảnh/Nguyên nhân,"
[B]

Lập luận:
- Hiệp ước an ninh Mĩ-Nhật được kí kết năm 1912, trong thời kì 1919-1930.
- Hiệp ước này ảnh hưởng đến cách mạng Việt Nam thời kì 1919-1930",B
history-2021-303-23,B,multiple_choice,12.0,"['Nước Cộng hòa Ấn Độ được thành lập.', 'Chiến tranh thế giới thứ hai bùng nổ.', 'Liên Xô phóng thành công vệ tinh nhân tạo.', 'Nước Cộng hòa Nhân dân Trung Hoa ra đời.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945?,,1.0,,,Bối cảnh/Nguyên nhân,"
[B]

Lập luận:
- Chiến tranh thế giới thứ hai bùng nổ vào năm 1939 là một sự kiện quan trọng ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945.
- Nó dẫn đến sự",B
history-2021-302-24,A,multiple_choice,12.0,"['Phát xít Đức đầu hàng phe Đồng minh', 'Liên Xô phóng thành công vệ tinh nhân tạo', 'Nước Cộng hòa Nhân dân Trung Hoa ra đời', 'Nước Cộng hòa Ấn Độ được thành lập']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945?,,1.0,,,Bối cảnh/Nguyên nhân,"
[B]

Lập luận:
- Liên Xô phóng thành công vệ tinh nhân tạo vào năm 1957.
- Sự kiện này có ảnh hưởng đáng kể đến cách mạng Việt Nam, vì nó chứng minh thành công của chiến lược",B
history-2021-301-30,D,multiple_choice,12.0,"['Nước Cộng hòa Ấn Độ được thành lập', 'Liên Xô phóng thành công vệ tinh nhân tạo', 'Nước Cộng hòa Nhân dân Trung Hoa ra đời.', 'Quân phiệt Nhật Bản đầu hàng Đồng minh']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945?,,1.0,,,Bối cảnh/Nguyên nhân,"
[D]

Lập luận:
- Nhật Bản đầu hàng Đồng minh vào ngày 2 tháng 9 năm 1945 đánh dấu sự kết thúc của Thế chiến II và sự kết thúc của ảnh hưởng của Nhật Bản trong khu vực Đông Á.",D
history-2021-304-26,A,multiple_choice,12.0,"['Quân Đồng minh chiến thắng phe phát xít.', 'Nước Cộng hòa Ấn Độ được thành lập.', 'Liên Xô phóng thành công vệ tinh nhân tạo.', 'Nước Cộng hòa Nhân dân Trung Hoa ra đời.']",Sự kiện lịch sử thế giới nào sau đây có ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945?,,1.0,,,Bối cảnh/Nguyên nhân,"
[A]

Lập luận:
- Sự kiện quan trọng nhất ảnh hưởng đến cách mạng Việt Nam trong giai đoạn 1939-1945 là sự chiến thắng của Đồng minh trước phe phát xít trong Thế chiến II. Chiến thắng này",A
history-2023-303-23,C,multiple_choice,12.0,"['Đồng loạt hoàn thành cải cách ruộng đất.', 'Đồng loạt lật đổ chế độ phong kiến.', 'Tổ chức thành công Hội nghị cấp cao.', 'Lần lượt gia nhập tổ chức ASEAN.']",Sự kiện nào sau đây biểu thị quyết tâm đoàn kết chiến đấu chống Mĩ của nhân dân ba nước Việt -Lào-Campuchia trong giai đoạn 1969-1973?,,1.0,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Giai đoạn 1969-1973 được đánh dấu bởi sự đoàn kết của ba nước Việt, Lào và Campuchia trong cuộc chiến chống Mĩ.
- Sự kiện biểu thị quyết tâm đoàn kết chiến đấu",C
history-2021-302-21,A,multiple_choice,12.0,"['Hội đồng tương trợ kinh tế (SEV) ra đời', 'Hệ thống Vécxai-Oasinhtơn được thiết lập', 'Chiến tranh thế giới thứ nhất kết thúc', 'Chiến tranh thế giới thứ hai bùng nổ']",Sự kiện nào sau đây diễn ra trong thời kì Chiến tranh lạnh (1947-1989)?,1.0,,,,Sự kiện / Hoạt động,"
[D]

Lập luận:
- Chiến tranh thế giới thứ hai bùng nổ vào năm 1939, trong thời kì Chiến tranh lạnh (1947-1989).
=> Đáp án đúng là D. 
 
 ",D
history-2021-301-21,C,multiple_choice,12.0,"['Chiến tranh thế giới thứ nhất kết thúc', 'Chiến tranh thế giới thứ hai bùng nổ', 'Tổ chức Hiệp ước Vácsava được thành lập', 'Hệ thống Vécxai-Oasinhtơn được thiết lập']",Sự kiện nào sau đây diễn ra trong thời kì Chiến tranh lạnh (1947-1989)?,1.0,,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Chiến tranh thế giới thứ hai bùng nổ vào năm 1939, muộn hơn so với Chiến tranh thế giới thứ nhất kết thúc vào năm 1918.
- Tổ chức Hiệp ước Vácsava",C
history-2021-303-5,A,multiple_choice,12.0,"['Mĩ thực hiện Kế hoạch Mácsan.', 'Hệ thống Vécxai-Oasinhtơn được thiết lập.', 'Chiến tranh thế giới thứ hai bùng nổ.', 'Chiến tranh thế giới thứ nhất kết thúc.']",Sự kiện nào sau đây diễn ra trong thời kì Chiến tranh lạnh (1947-1989)?,1.0,,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Chiến tranh thế giới thứ hai bùng nổ vào năm 1939, trong thời kì Chiến tranh lạnh (1947-1989).
- Phương án A đề cập đến Kế hoạch Mácsan của Mĩ, được",C
history-2021-304-15,D,multiple_choice,12.0,"['Hệ thống Vécxai-Oasinhtơn được thiết lập.', 'Chiến tranh thế giới thứ nhất kết thúc.', 'Chiến tranh thế giới thứ hai bùng nổ.', 'Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO) ra đời']",Sự kiện nào sau đây diễn ra trong thời kì Chiến tranh lạnh (1947-1989)?,1.0,,,,Sự kiện / Hoạt động,"
[C]

Lập luận:
- Chiến tranh thế giới thứ hai bùng nổ vào năm 1939, trong thời kì Chiến tranh lạnh (1947-1989).
=> Đáp án đúng là C. 
 
 ",C
history-2023-302-23,B,multiple_choice,12.0,"['Sự ra đời của Diễn đàn hợp tác Á-Âu', 'Chiến tranh thế giới thứ hai kết thúc', 'Xu thế toàn cầu hóa diễn ra mạnh mẽ', 'Hiệp hội các quốc gia Đông Nam Á ra đời']",Sự kiện nào sau đây tác động đến sự phát triển kinh tế Mĩ trong những năm 1945-1950?,,1.0,,,Bối cảnh/Nguyên nhân,"
[C]

Lập luận:
- Chiến tranh thế giới thứ hai kết thúc vào năm 1945, dẫn đến sự phục hồi kinh tế và tăng trưởng ở Mĩ.
- Toàn cầu hóa trở nên phổ biến hơn trong những năm sau",C
history-2023-301-26,A,multiple_choice,12.0,"['Vua Bảo Đại tuyên bố thoái vị', 'Sài Gòn giành được chính quyền', 'Hiệp định Sơ bộ được kí kết', 'Hà Nội giành được chính quyền']",Sự kiện nào sau đây đánh dấu chế độ phong kiến Việt Nam hoàn toàn sụp đổ?,,1.0,,,Sự kiện / Hoạt động,"
[D]

Lập luận:
- Chế độ phong kiến Việt Nam sụp đổ sau khi quân đội Pháp rút khỏi Sài Gòn vào ngày 30 tháng 4 năm 1975, dẫn đến việc thành lập chính phủ cộng hòa tại Việt Nam.
",D
history-2020-301-36,A,multiple_choice,12.0,"['sự thành công trong thực tế của chiến lược đại đoàn kết dân tộc,', 'thành công trong xây dựng cơ quan chuyên trách chống “giặc dốt” và phổ cập văn hóa.', 'thành công của chủ trương mở rộng Hội Liên hiệp quốc dân Việt Nam.', 'việc thực hiện quan điểm “văn hóa hóa kháng chiến” của Đảng Cộng sản Đông Dương.']",Sự ra đời của Hội Văn hóa Cứu quốc Việt Nam năm 1944 là một minh chứng cho,,,1.0,,Đánh giá,"
[B]

Lập luận:
Hội Văn hóa Cứu quốc Việt Nam được thành lập vào năm 1944 với mục tiêu thúc đẩy văn hóa dân tộc và chống lại ảnh hưởng của chủ nghĩa thực dân và chủ nghĩa ngu dốt.",B
history-2020-304-33,A,multiple_choice,12.0,"['tinh thần dân tộc của những người hoạt động trên lĩnh vực văn hóa.', 'thành công của chủ trương mở rộng Hội Liên hiệp quốc dân Việt Nam.', 'thành công trong xây dựng cơ quan chuyên trách chống “giặc dốt” và phổ cập văn hóa.', 'việc thực hiện quan điểm “văn hóa hóa kháng chiến"" của Đảng Cộng sản Đông Dương.']",Sự ra đời của Hội Văn hóa Cứu quốc Việt Nam năm 1944 là một minh chứng cho,,,1.0,,Đánh giá,"
[C]

Lập luận:
Hội Văn hóa Cứu quốc Việt Nam được thành lập để chống lại ảnh hưởng của chủ nghĩa thực dân và thúc đẩy văn hóa dân tộc Việt Nam. Nó đóng vai trò quan trọng trong việc phổ",C
history-2022-302-37,C,multiple_choice,12.0,"['Khuynh hướng dân chủ tư sản không còn ảnh hưởng trong các tầng lớp nhân dân.', 'Chính đáng của giai cấp công nhân đã giành được quyền lãnh đạo thống nhất', 'Cuộc khủng hoảng về đường lối cứu nước đang từng bước được giải quyết.', 'Mọi tổ chức chính trị ở Việt Nam đều chịu ảnh hưởng của Quốc tế Cộng sản.']",Sự xuất hiện của các tổ chức cộng sản năm 1929 phản ánh đúng đặc điểm nào sau đây của phong trào dân tộc dân chủ ở Việt Nam?,,,1.0,,Đánh giá,"
[B]

Lập luận:
Sự xuất hiện của các tổ chức cộng sản năm 1929 phản ánh sự nổi lên của giai cấp công nhân và sự quan tâm ngày càng tăng đối với các vấn đề của người dân lao động",B
history-2022-304-33,A,multiple_choice,12.0,"['Lực lượng thanh niên tri thức đã có chuyển biến tích cực về nhận thức chính trị.', 'Mọi tổ chức chính trị ở Việt Nam đều chịu ảnh hưởng của Quốc tế Cộng sản,', 'Chính đáng của giai cấp công nhân đã giành được quyền lãnh đạo thống nhất.', 'Khuynh hướng dân chủ tư sản không còn ảnh hưởng trong các tầng lớp nhân dân.']",Sự xuất hiện của các tổ chức cộng sản năm 1929 phản ánh đúng đặc điểm nào sau đây của phong trào dân tộc dân chủ ở Việt Nam?,,,1.0,,Đánh giá,"
[B]

Lập luận:
- Phong trào dân chủ 1936-1939 là một phần của phong trào giải phóng dân tộc ở Việt Nam.
- Nó chịu ảnh hưởng của Quốc tế Cộng sản, bao gồm các tổ",B
history-2023-302-19,A,multiple_choice,12.0,"['Pháp', 'Italia', 'Thụy Điển', 'Hà Lan']","Theo Hiệp định Sơ bộ (6-3-1946), quân đội nước nào sau đây được ra miền Bắc Việt Nam thay quân Trung Hoa Dân quốc làm nhiệm vụ giải giáp quân Nhật?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Hiệp định Sơ bộ giữa Pháp và Việt Nam Dân quân Cộng hòa vào ngày 6-3-1946 quy định rằng quân đội Pháp sẽ thay thế quân Trung Hoa Dân quốc trong nhiệm vụ giải giáp quân Nhật",B
history-2022-302-11,C,multiple_choice,12.0,"['Phần Lan', 'Bồ Đào Nha', 'Trung Hoa Dân quốc', 'Áo']","Theo Hiệp định Sơ bộ (ngày 6-3-1946), Pháp được ra miền Bắc Việt Nam thay thế lực lượng quân đội nào sau đây giải giáp quân Nhật Bản?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Theo Hiệp định Sơ bộ, Pháp được ra miền Bắc Việt Nam thay thế lực lượng quân đội Trung Hoa Dân quốc giải giáp quân Nhật Bản. 

 
 
",C
history-2022-303-17,C,multiple_choice,12.0,"['Brunây', 'Áo', 'Nhật Bản', 'Ănggôla']","Theo Hiệp định Sơ bộ (ngày 6-3-1946), quân Pháp được ra miền Bắc Việt Nam làm nhiệm vụ giải giáp quân đội nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[C]

Lập luận:
Hiệp định Sơ bộ giữa Pháp và Việt Nam Cộng hòa (nay là Cộng hòa Miền Bắc Việt Nam) đã thiết lập một khu vực tự trị cho Việt Nam thuộc Pháp. Quân Pháp được ra",C
history-2020-304-23,D,multiple_choice,12.0,"['Đông Đức', 'Đông Âu', 'Đông Béclin', 'Tây Béclin']","Theo quyết định của Hội nghị Ianta (tháng 2-1945), Liên Xô không được phân chia phạm vi ảnh hưởng ở địa bàn nào sau đây?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"
[B]

Lập luận:
Hội nghị Ianta (1945) là một hội nghị của các nhà lãnh đạo Liên Xô, chủ yếu tập trung vào việc phân chia Đức sau Thế chiến II. Đông Đức được thành lập sau",B
